business_id,date,avg_sentiment,avg_stars,review_count
-7GDqSUaXrpC8Ql7nDBxWA,2017-04-13,0.6369,3.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2017-04-18,0.9712,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2017-05-10,0.9284,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2017-05-14,0.3013,2.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2017-06-07,0.9796,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2017-06-12,0.9759,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2017-06-17,0.9019,3.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2017-06-28,0.939,4.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2017-08-03,0.9656,4.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2017-08-20,0.8688,4.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2017-08-29,0.9883,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2017-10-10,0.8687,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2017-10-14,0.6615,4.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2017-10-22,0.8402,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2017-11-21,0.9699,4.5,2
-7GDqSUaXrpC8Ql7nDBxWA,2017-12-04,0.9789,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2018-01-01,0.9441,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2018-01-07,-0.2705,3.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2018-01-11,-0.8462,1.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2018-01-12,0.9971,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2018-01-24,0.9978,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2018-02-15,0.9814,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2018-02-17,0.9652,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2018-02-21,0.9987,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2018-03-17,-0.5368,2.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2018-03-24,0.9699,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2018-04-02,0.9824,4.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2018-04-03,0.04109999999999997,3.0,2
-7GDqSUaXrpC8Ql7nDBxWA,2018-04-07,0.9896,4.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2018-04-23,0.9435,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2018-05-03,0.9881,4.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2018-06-11,0.9314,4.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2018-06-14,0.8837,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2018-06-15,0.9647,4.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2018-06-23,0.9662,4.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2018-06-29,0.986,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2018-07-04,0.9814,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2018-08-15,0.953,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2018-08-28,0.9603,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2018-09-07,0.9001,4.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2018-09-10,0.9825,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2018-09-12,0.836,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2018-10-07,0.9923,4.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2018-10-09,0.9927,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2018-10-26,0.212,1.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2018-10-28,0.9911,4.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2018-11-13,0.9661,2.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2018-11-17,0.8955,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2018-11-25,0.8971,1.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2018-11-27,0.8955,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2018-12-15,0.8597,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2019-03-10,0.8388,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2019-03-12,0.911,3.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2019-03-23,0.9201,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2019-04-08,0.977,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2019-04-11,0.966,4.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2019-05-21,0.8409,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2019-06-18,0.7958,3.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2019-06-29,0.9202,3.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2019-06-30,-0.395,1.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2019-08-12,0.8074,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2019-09-24,0.9313,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2019-10-11,0.994,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2019-10-27,0.7556,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2019-11-18,0.9694,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2019-12-02,0.99,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2019-12-19,0.8271,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2019-12-25,0.9809,4.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2019-12-27,0.5775,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2020-01-24,0.9879,5.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2020-03-13,0.7272,4.0,1
-7GDqSUaXrpC8Ql7nDBxWA,2020-12-02,-0.6652,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2012-10-10,0.8745,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2012-10-12,0.6369,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2012-10-19,0.6369,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2012-11-25,0.9047,1.0,1
-kY_HDP7IMvGl-kBIZVU4A,2012-12-07,-0.3339,2.0,1
-kY_HDP7IMvGl-kBIZVU4A,2012-12-15,0.9593,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2012-12-17,0.9299,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2012-12-27,0.6996,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2012-12-29,0.9441,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2012-12-31,0.8432999999999999,3.5,2
-kY_HDP7IMvGl-kBIZVU4A,2013-01-10,0.9041,1.0,1
-kY_HDP7IMvGl-kBIZVU4A,2013-01-14,0.9196,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2013-01-24,-0.8466,1.0,1
-kY_HDP7IMvGl-kBIZVU4A,2013-01-28,0.8656,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2013-02-17,0.6249,3.0,1
-kY_HDP7IMvGl-kBIZVU4A,2013-02-20,-0.9462,1.0,1
-kY_HDP7IMvGl-kBIZVU4A,2013-03-09,-0.8922,1.0,1
-kY_HDP7IMvGl-kBIZVU4A,2013-03-14,0.9416,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2013-03-29,0.983,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2013-03-30,0.9818,2.0,1
-kY_HDP7IMvGl-kBIZVU4A,2013-04-03,0.9826,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2013-04-05,0.9778,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2013-04-18,0.6705,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2013-04-26,0.9744,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2013-04-29,0.6369,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2013-05-30,0.97395,5.0,2
-kY_HDP7IMvGl-kBIZVU4A,2013-06-09,0.9927,3.0,1
-kY_HDP7IMvGl-kBIZVU4A,2013-07-02,0.9006000000000001,4.0,2
-kY_HDP7IMvGl-kBIZVU4A,2013-07-28,0.7959,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2013-08-01,0.8316,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2013-09-04,0.698,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2013-09-08,0.76555,3.5,2
-kY_HDP7IMvGl-kBIZVU4A,2013-09-11,0.6249,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2013-09-24,0.9803,3.0,1
-kY_HDP7IMvGl-kBIZVU4A,2013-10-06,0.9243,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2013-10-12,0.9763999999999999,4.5,2
-kY_HDP7IMvGl-kBIZVU4A,2013-10-18,0.6261,3.0,1
-kY_HDP7IMvGl-kBIZVU4A,2013-10-19,0.9841,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2013-10-25,0.901,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2013-10-26,0.9643999999999999,4.0,2
-kY_HDP7IMvGl-kBIZVU4A,2013-11-10,0.8832,1.0,1
-kY_HDP7IMvGl-kBIZVU4A,2013-12-02,0.8845,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2013-12-18,0.9752000000000001,5.0,2
-kY_HDP7IMvGl-kBIZVU4A,2013-12-25,0.9638,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2013-12-26,0.9622,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2013-12-29,0.8534,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2014-01-03,0.9738,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2014-01-08,0.9717,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2014-01-29,0.9425,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2014-02-12,0.9667,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2014-03-01,0.90815,4.0,2
-kY_HDP7IMvGl-kBIZVU4A,2014-03-13,0.9722,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2014-03-14,0.5649,3.0,2
-kY_HDP7IMvGl-kBIZVU4A,2014-04-03,0.8589,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2014-04-07,0.8548,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2014-04-10,0.9975,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2014-04-30,-0.8674,2.0,1
-kY_HDP7IMvGl-kBIZVU4A,2014-05-06,0.52735,4.0,2
-kY_HDP7IMvGl-kBIZVU4A,2014-05-17,0.33723333333333333,4.0,3
-kY_HDP7IMvGl-kBIZVU4A,2014-05-25,0.99,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2014-05-27,0.9918,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2014-05-31,0.9869,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2014-06-09,0.3716,2.0,1
-kY_HDP7IMvGl-kBIZVU4A,2014-06-11,0.1531,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2014-06-17,0.9346,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2014-06-23,0.8999,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2014-07-02,0.9766,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2014-07-16,0.9414,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2014-07-18,0.9432,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2014-07-22,0.714,2.0,1
-kY_HDP7IMvGl-kBIZVU4A,2014-07-24,0.99,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2014-08-06,0.9717,4.5,2
-kY_HDP7IMvGl-kBIZVU4A,2014-08-10,0.9931,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2014-08-31,0.2732,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2014-09-05,0.54,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2014-09-08,0.9936,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2014-09-11,0.9578,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2014-09-16,0.9215,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2014-11-02,0.5789,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2014-11-05,0.4359,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2014-12-15,0.9747,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2014-12-31,0.7707,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-01-02,0.8209500000000001,4.0,2
-kY_HDP7IMvGl-kBIZVU4A,2015-01-09,0.9617,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-01-20,0.9817,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-01-23,0.9857,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-02-17,0.849,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-02-24,0.4753,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-02-26,0.7844,3.5,2
-kY_HDP7IMvGl-kBIZVU4A,2015-02-27,-0.9551,1.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-03-01,-0.8497,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-03-07,0.902,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-03-08,0.5719,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-03-12,0.8687,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-03-27,0.9729,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-04-07,0.9932,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-04-12,0.0,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-04-22,0.9819,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-05-01,0.9923,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-05-06,0.93805,5.0,2
-kY_HDP7IMvGl-kBIZVU4A,2015-05-18,0.962,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-05-26,0.9299,4.5,2
-kY_HDP7IMvGl-kBIZVU4A,2015-05-31,0.4391,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-06-03,0.953,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-06-06,0.8117,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-06-23,0.9688,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-06-27,0.8934,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-07-09,0.75575,5.0,2
-kY_HDP7IMvGl-kBIZVU4A,2015-07-27,0.8074,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-08-01,0.0,2.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-08-04,0.9151,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-08-25,0.9281,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-09-07,0.923,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-09-18,0.8271,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-09-19,0.9491,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-09-20,-0.296,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-10-05,0.9325,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-10-08,0.8427,3.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-10-21,0.9366,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-10-27,0.7522,2.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-10-29,-0.7907,3.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-10-30,0.8957,2.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-11-10,0.7391,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-11-20,0.7096,1.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-12-04,-0.744,2.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-12-14,0.7269,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2015-12-25,-0.4678,3.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-01-01,-0.7579,1.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-01-08,0.8467,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-01-12,0.9339,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-02-15,0.1164,3.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-02-18,0.7383333333333333,4.0,3
-kY_HDP7IMvGl-kBIZVU4A,2016-02-20,0.9166,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-03-06,-0.7115,1.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-03-11,0.9528,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-03-17,0.9239,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-03-18,-0.586,1.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-03-21,0.9861,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-04-15,0.0,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-04-21,0.754,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-05-08,0.906,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-05-22,0.668,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-05-30,0.7439,2.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-06-05,0.8878,3.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-06-12,0.5106,3.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-06-16,0.171,2.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-06-23,0.8725,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-07-01,-0.5927,1.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-07-14,0.8316,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-07-17,0.9968,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-07-30,0.7906,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-08-01,0.8741,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-08-15,0.1759,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-08-25,0.9797,3.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-09-01,0.8902,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-09-02,-0.128,1.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-09-04,0.5994,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-09-12,0.7741,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-09-17,0.9674,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-09-18,0.9224,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-09-28,0.9444,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-10-06,-0.34,2.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-10-08,0.8585,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-10-31,0.9523,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-11-08,-0.5764,1.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-12-15,0.9606,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2016-12-20,0.991,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2017-01-03,0.9376,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2017-01-04,0.6666,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2017-01-23,0.9689,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2017-01-27,0.9427,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2017-03-10,0.8439,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2017-03-12,-0.0644,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2017-03-26,0.9462,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2017-04-03,-0.6177,2.0,1
-kY_HDP7IMvGl-kBIZVU4A,2017-04-22,0.5913,3.0,1
-kY_HDP7IMvGl-kBIZVU4A,2017-05-01,-0.3724,2.0,1
-kY_HDP7IMvGl-kBIZVU4A,2017-06-05,0.9376,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2017-06-09,0.9777,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2017-06-10,0.9967,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2017-06-20,0.09,1.0,1
-kY_HDP7IMvGl-kBIZVU4A,2017-07-01,0.1468,1.0,1
-kY_HDP7IMvGl-kBIZVU4A,2017-07-07,0.764,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2017-07-08,0.9954,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2017-08-13,0.8007,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2017-08-14,0.8883,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2017-08-16,0.8469,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2017-08-18,0.9142,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2017-08-19,0.9008,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2017-08-27,-0.8674,1.0,1
-kY_HDP7IMvGl-kBIZVU4A,2017-09-07,0.8347,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2017-09-09,0.9841,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2017-09-17,0.98,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2017-09-24,0.6065,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2017-09-28,0.9862,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2017-10-05,0.9168,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2017-10-23,0.6983,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2017-11-06,0.9214,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2017-11-25,0.9084,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2017-12-24,0.875,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2017-12-25,0.9485,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2018-01-03,-0.3089,2.0,1
-kY_HDP7IMvGl-kBIZVU4A,2018-01-05,0.8683,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2018-01-19,0.9084,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2018-01-27,0.9937,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2018-02-19,0.169,2.0,1
-kY_HDP7IMvGl-kBIZVU4A,2018-03-04,0.8917,2.0,1
-kY_HDP7IMvGl-kBIZVU4A,2018-03-08,0.9717,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2018-04-05,0.9312,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2018-04-14,0.8074,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2018-04-23,0.9587,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2018-05-13,0.9365,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2018-05-28,0.3389,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2018-06-21,0.9694,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2018-06-23,0.9495,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2018-07-04,0.908,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2018-08-09,0.8403,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2018-08-16,0.9018,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2018-09-02,0.837,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2018-09-03,0.9752,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2018-09-26,0.6227,4.0,1
-kY_HDP7IMvGl-kBIZVU4A,2018-10-17,0.9501,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2018-10-23,0.986,5.0,1
-kY_HDP7IMvGl-kBIZVU4A,2018-10-31,0.9365,5.0,1
