category,keyword,count
Cajun/Creole,sauce,137
Cajun/Creole,house,134
Cajun/Creole,shrimp,134
Cajun/Creole,ordered,116
Cajun/Creole,garlic,112
Cajun/Creole,boiling,107
Cajun/Creole,get,106
Caribbean,chicken,11
Caribbean,pepper,10
Caribbean,jerk,10
Caribbean,oxtail,9
Caribbean,cheese,9
Caribbean,side,8
Caribbean,mac,8
Caribbean,plantain,8
Caribbean,rice,7
Caribbean,delicious,6
Caterers,sandwich,13
Caterers,love,9
Caterers,chicken,9
Caterers,apron,9
Caterers,soup,8
Caterers,great,7
Caterers,turkey,6
Caterers,salad,6
Caterers,always,6
Caterers,one,6
Chicken Wings,pizza,308
Chicken Wings,one,58
Chicken Wings,good,57
Chicken Wings,rusty,49
Chicken Wings,get,48
Chicken Wings,ordered,35
Chicken Wings,like,34
Chicken Wings,salad,33
Chicken Wings,call,32
Chicken Wings,would,30
Chinese,chinese,107
Chinese,chicken,105
Chinese,good,97
Chinese,ordered,58
Chinese,soup,56
Chinese,rice,55
Chinese,fried,54
Chinese,nice,51
Chinese,always,47
Chinese,great,47
Chocolatiers & Shops,chocolate,40
Chocolatiers & Shops,candy,12
Chocolatiers & Shops,gift,11
Chocolatiers & Shops,shop,8
Chocolatiers & Shops,got,7
Chocolatiers & Shops,pretzel,6
Chocolatiers & Shops,piece,6
Chocolatiers & Shops,milk,5
Chocolatiers & Shops,covered,5
Chocolatiers & Shops,also,5
Cocktail Bars,bar,83
Cocktail Bars,one,69
Cocktail Bars,good,50
Cocktail Bars,drink,43
Cocktail Bars,great,40
Cocktail Bars,back,39
Cocktail Bars,really,31
Cocktail Bars,delicious,26
Cocktail Bars,like,25
Cocktail Bars,italian,24
Coffee & Tea,coffee,773
Coffee & Tea,good,360
Coffee & Tea,great,359
Coffee & Tea,like,234
Coffee & Tea,one,221
Coffee & Tea,get,221
Coffee & Tea,drink,212
Coffee & Tea,also,177
Coffee & Tea,really,172
Coffee & Tea,love,169
Comfort Food,noodle,45
Comfort Food,good,25
Comfort Food,one,22
Comfort Food,chicken,22
Comfort Food,cheese,20
Comfort Food,got,19
Comfort Food,get,17
Comfort Food,would,17
Comfort Food,right,16
Comfort Food,great,15
Cupcakes,roti,52
Cupcakes,good,46
Cupcakes,cupcake,33
Cupcakes,delicious,29
Cupcakes,get,26
Cupcakes,great,23
Cupcakes,goat,23
Cupcakes,one,21
Cupcakes,platter,18
Cupcakes,oxtail,18
Custom Cakes,cream,24
Custom Cakes,ice,22
Custom Cakes,cake,10
Custom Cakes,get,7
Custom Cakes,friendly,6
Custom Cakes,day,6
Custom Cakes,one,6
Custom Cakes,cold,6
Custom Cakes,stone,6
Custom Cakes,like,5
Delis,gyro,213
Delis,good,116
Delis,sandwich,110
Delis,like,99
Delis,get,84
Delis,one,84
Delis,salad,81
Delis,great,80
Delis,wawa,78
Delis,best,74
Desserts,good,210
Desserts,beer,191
Desserts,great,165
Desserts,one,107
Desserts,back,105
Desserts,would,98
Desserts,get,97
Desserts,came,95
Desserts,ordered,87
Desserts,bar,81
Diners,good,211
Diners,chicken,178
Diners,waffle,168
Diners,breakfast,168
Diners,great,142
Diners,get,110
Diners,egg,109
Diners,wait,94
Diners,fry,82
Diners,home,81
Discount Store,store,16
Discount Store,walmart,13
Discount Store,brownsburg,10
Discount Store,item,8
Discount Store,employee,8
Discount Store,always,7
Discount Store,wal,7
Discount Store,mart,7
Discount Store,price,7
Discount Store,grocery,6
Donuts,donut,163
Donuts,eddie,43
Donuts,good,39
Donuts,one,31
Donuts,great,30
Donuts,coffee,26
Donuts,get,23
Donuts,like,22
Donuts,employee,21
Donuts,back,19
Eatertainment,kid,65
Eatertainment,beer,52
Eatertainment,area,49
Eatertainment,great,35
Eatertainment,like,31
Eatertainment,bar,30
Eatertainment,family,28
Eatertainment,game,27
Eatertainment,space,27
Eatertainment,also,26
Electronics,store,29
Electronics,guitar,18
Electronics,friendly,14
Electronics,music,13
Electronics,instrument,13
Electronics,great,12
Electronics,price,10
Electronics,like,10
Electronics,chicago,8
Electronics,business,8
Event Planning & Services,good,649
Event Planning & Services,great,587
Event Planning & Services,drink,392
Event Planning & Services,back,334
Event Planning & Services,would,331
Event Planning & Services,one,321
Event Planning & Services,really,297
Event Planning & Services,like,297
Event Planning & Services,bar,296
Event Planning & Services,cheese,283
Farmers Market,produce,23
Farmers Market,price,14
Farmers Market,selection,11
Farmers Market,great,10
Farmers Market,fresh,8
Farmers Market,like,8
Farmers Market,fruit,7
Farmers Market,thing,7
Farmers Market,always,6
Farmers Market,veggie,6
Fast Food,one,76
Fast Food,mcdonald,70
Fast Food,get,64
Fast Food,drive,54
Fast Food,minute,54
Fast Food,like,47
Fast Food,back,47
Fast Food,even,42
Fast Food,line,40
Fast Food,said,36
Festivals,truck,20
Festivals,rally,9
Festivals,get,9
Festivals,one,9
Festivals,mosi,8
Festivals,museum,8
Festivals,got,8
Festivals,back,7
Festivals,like,7
Festivals,thing,6
Florists,store,13
Florists,schnucks,12
Florists,one,9
Florists,selection,8
Florists,many,8
Florists,grocery,7
Florists,good,7
Florists,fresh,6
Florists,huge,6
Florists,sample,6
Flowers & Gifts,trader,80
Flowers & Gifts,joe,72
Flowers & Gifts,store,69
Flowers & Gifts,great,54
Flowers & Gifts,one,48
Flowers & Gifts,good,43
Flowers & Gifts,always,43
Flowers & Gifts,love,40
Flowers & Gifts,item,38
Flowers & Gifts,would,36
Food,good,733
Food,great,527
Food,coffee,484
Food,like,477
Food,get,422
Food,one,420
Food,sandwich,401
Food,beer,386
Food,back,365
Food,also,344
Food Trucks,churros,23
Food Trucks,churro,9
Food Trucks,canelo,7
Food Trucks,bag,7
Food Trucks,good,7
Food Trucks,guero,6
Food Trucks,get,6
Food Trucks,best,6
Food Trucks,cinnamon,6
Food Trucks,great,5
Gastropubs,thai,117
Gastropubs,great,104
Gastropubs,cocktail,100
Gastropubs,drink,96
Gastropubs,good,91
Gastropubs,bodhi,66
Gastropubs,got,65
Gastropubs,wait,64
Gastropubs,noodle,56
Gastropubs,ordered,54
Gelato,candy,18
Gelato,chocolate,15
Gelato,gelato,10
Gelato,skippack,9
Gelato,owner,7
Gelato,also,7
Gelato,little,6
Gelato,store,6
Gelato,stop,5
Gelato,try,5
Golf,course,26
Golf,nice,15
Golf,good,14
Golf,golf,14
Golf,back,10
Golf,spring,9
Golf,great,8
Golf,went,8
Golf,review,8
Golf,hollow,8
Greek,great,170
Greek,good,167
Greek,salad,121
Greek,pita,104
Greek,chicken,94
Greek,ordered,91
Greek,nice,88
Greek,delicious,85
Greek,would,81
Greek,one,77
Grocery,store,196
Grocery,get,102
Grocery,good,88
Grocery,like,83
Grocery,also,69
Grocery,one,68
Grocery,price,67
Grocery,item,63
Grocery,great,62
Grocery,selection,60
Hair Salons,hair,43
Hair Salons,haircut,34
Hair Salons,great,33
Hair Salons,moose,29
Hair Salons,cut,29
Hair Salons,back,28
Hair Salons,barber,27
Hair Salons,like,21
Hair Salons,would,19
Hair Salons,men,17
Health & Medical,dawna,121
Health & Medical,acupuncture,62
Health & Medical,treatment,30
Health & Medical,pain,30
Health & Medical,really,30
Health & Medical,first,28
Health & Medical,massage,26
Health & Medical,feel,26
Health & Medical,back,24
Health & Medical,like,24
Historical Tours,tour,444
Historical Tours,guide,191
Historical Tours,great,163
Historical Tours,would,109
Historical Tours,history,106
Historical Tours,fun,83
Historical Tours,bar,82
Historical Tours,group,80
Historical Tours,recommend,77
Historical Tours,good,75
Hotels,room,130
Hotels,stay,60
Hotels,rathbone,51
Hotels,new,44
Hotels,night,44
Hotels,would,44
Hotels,street,40
Hotels,bed,40
Hotels,mansion,38
Hotels,breakfast,38
Ice Cream & Frozen Yogurt,cream,1154
Ice Cream & Frozen Yogurt,ice,1109
Ice Cream & Frozen Yogurt,flavor,397
Ice Cream & Frozen Yogurt,mike,267
Ice Cream & Frozen Yogurt,good,260
Ice Cream & Frozen Yogurt,cone,249
Ice Cream & Frozen Yogurt,chocolate,219
Ice Cream & Frozen Yogurt,great,205
Ice Cream & Frozen Yogurt,nashville,187
Ice Cream & Frozen Yogurt,get,182
Indian,indian,548
Indian,chicken,371
Indian,good,338
Indian,buffet,301
Indian,great,267
Indian,like,220
Indian,naan,215
Indian,get,208
Indian,dish,195
Indian,masala,186
Irish Pub,terminal,9
Irish Pub,airport,9
Irish Pub,great,9
Irish Pub,irish,9
Irish Pub,friendly,8
Irish Pub,nice,7
Irish Pub,flight,7
Irish Pub,drink,5
Irish Pub,pub,5
Irish Pub,fish,5
Italian,good,538
Italian,great,496
Italian,pizza,379
Italian,back,300
Italian,would,274
Italian,like,263
Italian,steak,254
Italian,one,253
Italian,salad,234
Italian,ordered,219
Japanese,sushi,1020
Japanese,roll,776
Japanese,good,429
Japanese,great,355
Japanese,one,241
Japanese,back,222
Japanese,like,209
Japanese,fresh,200
Japanese,ordered,198
Japanese,really,196
Karaoke,tko,21
Karaoke,wedding,21
Karaoke,song,14
Karaoke,night,10
Karaoke,great,7
Karaoke,sure,6
Karaoke,reception,6
Karaoke,would,6
Karaoke,music,5
Karaoke,made,5
Kebab,good,75
Kebab,great,68
Kebab,pita,62
Kebab,gyro,62
Kebab,fry,47
Kebab,salad,44
Kebab,delicious,43
Kebab,fresh,42
Kebab,back,38
Kebab,ordered,35
Korean,korean,442
Korean,tofu,430
Korean,good,372
Korean,great,288
Korean,get,267
Korean,like,256
Korean,spicy,244
Korean,dish,233
Korean,soup,225
Korean,rice,224
Latin American,good,198
Latin American,great,182
Latin American,ceviche,167
Latin American,peruvian,160
Latin American,wine,119
Latin American,back,117
Latin American,delicious,109
Latin American,would,104
Latin American,like,98
Latin American,rice,92
Live/Raw Food,crab,2505
Live/Raw Food,good,1585
Live/Raw Food,lobster,1514
Live/Raw Food,clam,1444
Live/Raw Food,chowder,1199
Live/Raw Food,fresh,1192
Live/Raw Food,seafood,1180
Live/Raw Food,great,1149
Live/Raw Food,wait,867
Live/Raw Food,get,852
Local Flavor,music,13
Local Flavor,like,9
Local Flavor,show,7
Local Flavor,venue,7
Local Flavor,box,5
Local Flavor,village,5
Local Flavor,thing,5
Local Flavor,new,5
Local Flavor,orleans,5
Local Flavor,would,5
Mediterranean,good,217
Mediterranean,gyro,161
Mediterranean,greek,146
Mediterranean,great,126
Mediterranean,like,125
Mediterranean,momo,117
Mediterranean,back,110
Mediterranean,one,104
Mediterranean,get,104
Mediterranean,belly,102
Mexican,taco,471
Mexican,good,293
Mexican,great,252
Mexican,mexican,161
Mexican,like,142
Mexican,back,133
Mexican,salsa,133
Mexican,really,132
Mexican,one,131
Mexican,would,126
Music Venues,burger,133
Music Venues,one,67
Music Venues,good,65
Music Venues,drink,56
Music Venues,water,56
Music Venues,nashville,54
Music Venues,bar,53
Music Venues,get,50
Music Venues,great,48
Music Venues,like,43
Nightlife,great,906
Nightlife,good,834
Nightlife,beer,488
Nightlife,drink,472
Nightlife,back,439
Nightlife,bar,415
Nightlife,one,390
Nightlife,like,379
Nightlife,would,364
Nightlife,really,363
Pakistani,indian,293
Pakistani,buffet,212
Pakistani,naan,143
Pakistani,good,121
Pakistani,chicken,118
Pakistani,lunch,116
Pakistani,dish,110
Pakistani,amber,99
Pakistani,great,94
Pakistani,best,79
Pasta Shops,pizza,348
Pasta Shops,good,166
Pasta Shops,pasta,166
Pasta Shops,great,156
Pasta Shops,katie,139
Pasta Shops,salad,103
Pasta Shops,one,94
Pasta Shops,back,90
Pasta Shops,delicious,82
Pasta Shops,love,81
Pizza,pizza,1630
Pizza,good,409
Pizza,great,352
Pizza,like,283
Pizza,get,282
Pizza,one,268
Pizza,topping,228
Pizza,cheese,212
Pizza,sauce,209
Pizza,crust,207
Preschools,jcc,12
Preschools,pool,12
Preschools,class,8
Preschools,day,8
Preschools,gym,7
Preschools,child,6
Preschools,camp,6
Preschools,daycare,5
Preschools,one,5
Preschools,school,5
Professional Sports Teams,game,39
Professional Sports Teams,fuel,32
Professional Sports Teams,hockey,30
Professional Sports Teams,great,19
Professional Sports Teams,ticket,18
Professional Sports Teams,fun,17
Professional Sports Teams,team,12
Professional Sports Teams,parking,11
Professional Sports Teams,get,11
Professional Sports Teams,family,11
Pubs,good,8
Pubs,minute,8
Pubs,three,8
Pubs,greek,7
Pubs,ordered,6
Pubs,back,6
Pubs,like,5
Pubs,tsevis,5
Pubs,gyro,5
Pubs,get,5
Ramen,ramen,190
Ramen,good,57
Ramen,chicken,52
Ramen,katsu,40
Ramen,great,35
Ramen,came,34
Ramen,like,33
Ramen,pork,29
Ramen,broth,29
Ramen,terakawa,28
Restaurants,good,5240
Restaurants,great,4412
Restaurants,like,2717
Restaurants,one,2628
Restaurants,back,2567
Restaurants,get,2334
Restaurants,would,2236
Restaurants,ordered,2183
Restaurants,chicken,2178
Restaurants,really,2176
Salad,burger,69
Salad,good,57
Salad,fry,53
Salad,great,45
Salad,pizza,31
Salad,really,30
Salad,chicken,29
Salad,brandon,29
Salad,sauce,28
Salad,back,26
Sandwiches,sandwich,119
Sandwiches,good,109
Sandwiches,pizza,103
Sandwiches,cosi,80
Sandwiches,get,75
Sandwiches,bbq,68
Sandwiches,one,64
Sandwiches,great,63
Sandwiches,like,62
Sandwiches,salad,50
Seafood,good,135
Seafood,oyster,121
Seafood,great,89
Seafood,sushi,80
Seafood,ordered,77
Seafood,roll,77
Seafood,seafood,66
Seafood,back,65
Seafood,fresh,62
Seafood,lobster,56
Seafood Markets,crawfish,78
Seafood Markets,seafood,55
Seafood Markets,oyster,51
Seafood Markets,shrimp,45
Seafood Markets,good,44
Seafood Markets,get,37
Seafood Markets,great,31
Seafood Markets,fresh,31
Seafood Markets,best,22
Seafood Markets,back,22
Shanghainese,dumpling,47
Shanghainese,soup,47
Shanghainese,noodle,31
Shanghainese,good,30
Shanghainese,great,27
Shanghainese,dan,24
Shanghainese,chinese,18
Shanghainese,shanghai,15
Shanghainese,really,15
Shanghainese,delicious,14
Shaved Ice,coffee,22
Shaved Ice,great,13
Shaved Ice,snowball,12
Shaved Ice,neighborhood,7
Shaved Ice,one,7
Shaved Ice,back,7
Shaved Ice,friendly,6
Shaved Ice,got,6
Shaved Ice,spot,5
Shaved Ice,esplanade,5
Shopping,store,92
Shopping,one,55
Shopping,cv,52
Shopping,pharmacy,47
Shopping,get,45
Shopping,customer,39
Shopping,target,36
Shopping,back,33
Shopping,need,33
Shopping,always,28
Soup,salad,79
Soup,saladworks,27
Soup,topping,16
Soup,fresh,16
Soup,like,15
Soup,always,15
Soup,love,15
Soup,lunch,14
Soup,dressing,14
Soup,get,13
Southern,salad,59
Southern,good,39
Southern,like,35
Southern,bar,32
Southern,back,28
Southern,great,23
Southern,friendly,23
Southern,got,22
Southern,would,21
Southern,fried,21
Specialty Food,good,54
Specialty Food,bread,52
Specialty Food,like,32
Specialty Food,fruit,30
Specialty Food,really,28
Specialty Food,great,28
Specialty Food,one,28
Specialty Food,back,26
Specialty Food,also,25
Specialty Food,fresh,25
Sports Bars,good,228
Sports Bars,beer,168
Sports Bars,great,162
Sports Bars,peak,122
Sports Bars,twin,115
Sports Bars,like,108
Sports Bars,bar,107
Sports Bars,get,106
Sports Bars,back,100
Sports Bars,waitress,99
Steakhouses,steak,650
Steakhouses,good,585
Steakhouses,great,441
Steakhouses,sushi,424
Steakhouses,hibachi,349
Steakhouses,like,330
Steakhouses,roll,300
Steakhouses,get,297
Steakhouses,one,270
Steakhouses,really,260
Street Vendors,gyro,131
Street Vendors,truck,65
Street Vendors,meat,29
Street Vendors,good,25
Street Vendors,sauce,23
Street Vendors,really,23
Street Vendors,potato,21
Street Vendors,salad,20
Street Vendors,side,20
Street Vendors,one,19
Sushi Bars,roll,346
Sushi Bars,sushi,311
Sushi Bars,tuna,260
Sushi Bars,good,168
Sushi Bars,bar,157
Sushi Bars,great,156
Sushi Bars,ordered,92
Sushi Bars,fresh,88
Sushi Bars,would,88
Sushi Bars,also,85
Tacos,great,18
Tacos,ordered,16
Tacos,came,15
Tacos,good,13
Tacos,oyster,13
Tacos,back,12
Tacos,crab,12
Tacos,wait,11
Tacos,would,10
Tacos,come,9
Tapas Bars,wine,73
Tapas Bars,great,27
Tapas Bars,like,27
Tapas Bars,loft,20
Tapas Bars,night,18
Tapas Bars,price,17
Tapas Bars,bottle,15
Tapas Bars,drink,15
Tapas Bars,good,14
Tapas Bars,really,13
Tex-Mex,good,133
Tex-Mex,beer,100
Tex-Mex,drink,90
Tex-Mex,great,73
Tex-Mex,like,65
Tex-Mex,bar,64
Tex-Mex,burger,62
Tex-Mex,south,61
Tex-Mex,jon,59
Tex-Mex,nice,54
Thai,pho,146
Thai,good,52
Thai,broth,48
Thai,vietnamese,35
Thai,back,35
Thai,one,31
Thai,great,29
Thai,roll,28
Thai,friendly,27
Thai,best,26
Tours,tour,177
Tours,cupcake,50
Tours,would,36
Tours,group,35
Tours,guide,33
Tours,one,32
Tours,stop,32
Tours,company,25
Tours,sample,19
Tours,even,18
Trinidadian,curry,82
Trinidadian,chicken,75
Trinidadian,roti,65
Trinidadian,great,64
Trinidadian,good,64
Trinidadian,like,48
Trinidadian,ordered,41
Trinidadian,owner,40
Trinidadian,flambo,40
Trinidadian,also,39
Vegan,indian,206
Vegan,owner,152
Vegan,great,143
Vegan,good,134
Vegan,dish,116
Vegan,boise,108
Vegan,back,104
Vegan,naan,102
Vegan,delicious,97
Vegan,one,95
Venues & Event Spaces,room,2647
Venues & Event Spaces,hotel,2292
Venues & Event Spaces,get,1104
Venues & Event Spaces,stay,979
Venues & Event Spaces,one,948
Venues & Event Spaces,resort,913
Venues & Event Spaces,would,911
Venues & Event Spaces,day,788
Venues & Event Spaces,like,754
Venues & Event Spaces,night,660
Vitamins & Supplements,smoothie,28
Vitamins & Supplements,smoothy,13
Vitamins & Supplements,good,10
Vitamins & Supplements,king,8
Vitamins & Supplements,back,7
Vitamins & Supplements,like,6
Vitamins & Supplements,come,6
Vitamins & Supplements,calorie,5
Vitamins & Supplements,drive,5
Vitamins & Supplements,thru,5
Wigs,door,12
Wigs,customer,9
Wigs,store,9
Wigs,would,8
Wigs,say,7
Wigs,mask,6
Wigs,child,6
Wigs,husband,5
Wigs,back,5
Wigs,owner,5
Yoga,class,78
Yoga,workout,28
Yoga,barre,24
Yoga,studio,23
Yoga,work,21
Yoga,instructor,19
Yoga,great,19
Yoga,also,16
Yoga,get,15
Yoga,body,14
